cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
x,y,n,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
x,y,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,d,p
f,f,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g,p
x,y,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
x,y,g,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,g,p
f,y,g,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p,p
f,y,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,g,p
f,y,n,t,f,c,b,n,t,s,s,p,w,p,w,o,p,n,y,d,e
x,y,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g,p
f,f,e,t,f,c,b,w,t,s,s,w,w,p,w,o,p,k,y,d,e
x,f,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p,p
f,y,g,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d,p
f,f,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p
f,y,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,p,p
f,y,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
f,y,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
x,f,p,f,f,w,n,p,e,s,s,w,w,p,w,o,p,k,s,d,p
f,f,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
x,y,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d,p
f,y,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
x,y,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
f,y,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
f,y,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g,p
x,y,y,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
x,y,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p
f,f,g,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g,p
x,y,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d,p
f,f,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p
x,y,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,d,p
f,y,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
f,f,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
x,s,p,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
f,f,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d,p
x,s,p,f,f,w,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
f,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g,p
f,f,e,t,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d,e
x,y,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
x,f,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
f,y,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,g,p
f,f,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
f,y,n,t,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,e
x,y,y,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
x,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p,p
f,f,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
f,y,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p
f,y,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p
x,y,y,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,g,p
f,y,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
x,y,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,g,p
f,f,g,t,f,c,b,u,t,s,s,w,w,p,w,o,p,n,y,d,e
x,s,g,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g,p
x,y,n,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
f,s,g,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g,p
f,y,g,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
f,y,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g,p
f,y,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d,p
f,y,e,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d,p
x,y,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g,p
f,y,n,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,g,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,g,p
k,f,n,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
f,f,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
x,y,n,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
f,f,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p
f,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
f,s,w,t,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,g,p
f,f,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
x,y,e,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,d,p
b,f,y,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,y,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d,p
x,s,g,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u,p
f,y,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,d,p
f,f,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g,p
k,y,e,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
f,f,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
f,f,y,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p,p
k,y,n,f,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
x,s,w,f,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p
x,f,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d,p
f,y,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p
b,s,b,t,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
x,s,w,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
f,y,e,t,f,c,b,n,t,s,s,w,p,p,w,o,p,n,y,d,e
b,s,w,t,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m,p
f,y,p,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
x,s,w,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g,p
k,y,n,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
x,y,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p,p
f,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u,p
f,y,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
x,f,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p,p
x,y,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
x,f,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p,p
k,s,e,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
f,y,n,t,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
f,s,b,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
x,y,y,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
f,f,g,t,f,c,b,u,t,s,s,p,p,p,w,o,p,n,v,d,e
f,f,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
f,y,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
x,s,g,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g,p
f,f,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g,p
x,y,n,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
f,f,g,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p,p
f,y,n,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
f,y,e,t,f,c,b,p,t,s,s,g,p,p,w,o,p,k,v,d,e
f,y,g,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,p,p
f,f,g,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
f,f,e,t,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d,e
x,y,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
f,f,y,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p,p
f,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d,p
b,y,w,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
f,f,y,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p,p
x,y,n,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d,p
f,f,g,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g,p
f,y,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
f,y,p,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
x,s,w,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g,p
f,y,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
x,y,g,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g,p
f,s,b,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u,p
x,f,g,f,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,d,p
x,f,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
f,y,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g,p
f,y,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p,p
x,y,r,f,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d,e
f,y,w,f,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,e
x,f,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d,p
f,y,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
f,y,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g,p
x,y,e,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p,p
x,y,e,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l,p
x,y,g,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d,p
x,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
f,f,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,p,p
f,s,e,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,f,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
x,y,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p,p
f,s,g,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g,p
f,f,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,g,p
x,y,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,d,p
x,f,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,p,p
x,s,g,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u,p
f,y,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g,p
f,f,g,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g,p
x,s,w,f,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,d,p
f,y,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p
f,y,e,t,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d,e
x,f,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p,p
k,s,b,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
f,f,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p
f,f,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,g,p
x,f,n,f,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
x,y,e,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
x,y,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g,p
f,s,g,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
x,y,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
f,y,g,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p,p
x,y,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,g,p
x,y,n,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p,p
k,s,b,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
f,f,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d,p
x,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p,p
f,y,g,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d,p
f,y,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
k,s,p,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,n,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
x,y,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,d,p
x,f,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
f,s,b,t,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u,p
f,s,b,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
f,s,w,t,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,u,p
f,y,g,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
f,y,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
f,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g,p
f,f,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,d,p
x,s,b,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u,p
f,f,g,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g,p
f,y,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d,p
f,s,g,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u,p
f,s,b,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
x,s,p,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
k,s,n,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
f,y,p,t,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g,p
f,y,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
x,y,y,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p,p
f,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d,p
x,f,y,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
f,y,g,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
f,y,y,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,d,p
f,f,y,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g,p
f,y,y,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p,p
f,y,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d,p
x,y,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p,p
x,y,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,p,p
f,y,u,f,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d,e
f,f,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,g,p
x,y,n,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
x,y,y,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,g,p
x,y,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
f,f,y,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
x,f,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p,p
f,s,b,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
f,f,g,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p,p
f,y,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d,p
x,s,n,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,f,g,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d,p
x,y,n,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
f,f,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d,p
x,y,n,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
b,s,b,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g,p
f,f,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
f,y,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d,p
f,y,u,f,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,e
x,f,y,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g,p
f,y,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
f,f,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
x,y,e,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
f,f,g,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g,p
x,y,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,g,p
x,y,y,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
f,y,g,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p,p
k,s,b,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d,p
f,f,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p,p
f,s,w,t,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,u,p
x,s,g,f,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,d,p
f,y,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,d,p
f,y,u,f,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,e
x,f,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,d,p
f,y,g,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d,p
x,f,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g,p
x,f,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
x,s,g,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u,p
f,y,g,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
x,y,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d,p
x,f,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g,p
x,y,y,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g,p
f,f,y,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,p,p
f,f,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,p,p
x,y,n,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
x,f,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p,p
x,y,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p,p
f,s,b,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g,p
f,f,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,d,p
f,y,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p,p
f,f,g,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,d,p
x,y,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d,p
x,y,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,d,p
x,y,e,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l,p
